clean_review,Star
available breakfast cash excuse,5
slow freaking molasses customer service sucks,1
good,4
dirty touch food right accepting cash washing hand,1
excellent,5
feel ok charge use restrooms gross it's not worth employees sneezing apple pies whipping hands seat pants new management not better dumb buy room install toilets install toilets! don't ghetto one!,1
there's stuff missing no soft drinks no breakfast quick service tho,3
company asking ketchup myo suger staff lovely,4
ate chicken nuggets surprisingly good m picky nuggets fries sucked soggy no salt threw away honey mustard sauce good,3
new chicken fingers great!,3
good food great service,5
service slower molasses january order stations did not print receipt went claim food wouldn,1
service slow,4
dirty people trying sleep tables no vaccine check desperate food drinks believe contracted covid currently quarantine ship,1
love frozen cold brew,3
normal,3
just standard maccies prefer drive thst menu,4
mind mcdonald's upscale mcdonald's family really enjoyed clean crowded assistance given processing order employee explained discount mcdonald's app patient large game room great! employees nice took trays trash mcdonald's flavor pizza good cookies fresh warm delicious regular mcdonald's food options overall great visit!,5
thing caught eye employees times i've stopped branch goldin ark reason it's great customer service understand mcdonald's self service available customers times i've gone beach santa monica it's alot easier attended kind employees,5
worked good people job,5
24 hours dine that's like,3
excellent,5
fast service options,5
restaurant clean ordering experience matched expectations order ready minutes exactly ordered,5
it's fast it's efficient it's mcdonald's,5
poor,2
good,4
clean lot parking nice staff,5
loved new decor,5
excellent service works perfect,5
poor slow service t make burger corr,1
liked wrong orders,3
twice they've forgotten loads order uber eats! no refunds absolutely joke,1
i'm not fan mcdonald's food work nearby walk forget lunch managers friendly says lot,3
took little longer prepare simple late coffee actitud good,4
excellent attention,5
dirty,1
best mcdonalds food tastes good service pretty quick,5
careful cars steal park 5 min break glass know tourists visit never belongings not police interested solving robbery never,1
new zoo animal added guess service gr8 not long wait!,4
good customer service!!!,5
ordered filet fish w extra tartar got filet fish regular tartar sauce no cheese slice slice tomato isn't suppose tomatoes filet fish visit ordered large fries 2 soft drinks waited 30 minutes mean hard ???,3
good burgers,4
quarter pounder needed microwaved soon got,2
best stores area crew amaizing clean willing help,5
waited hour forn2 happy meals horrible service!,1
good customer service short wait time,4
mcdonald's horrible service morning breakfast make late work morning management workers need improvement make wait long 15 minutes receive order don't mcdonald's unless plan late work!!!!,2
87n lost canadian boarder friendly service closest states mcdonald's canadian boarder crossing shoppers,3
sick sick sick!!! sick days,1
just mcd's! 4 ordering kiosks order pay! usually fast waited 4 mins order,3
excellent staff,5
think make good food,3
friendly staff,5
neutral,3
mcdonald's really good fries ect really good,5
excellent,5
good,4
stopped quick breakfast guy inside super quick friendly,5
like regular mcdonald s nice outside eating area nice cle,5
just m,3
excellent,5
prices gone not afford,5
takes fuxcking long mt order ready like it's just ice cream tf,1
no location no testing foods,1
ok quick bite,4
food savory quickly,5
customer service terrible! waiting minutes just try place order decided just drive window place order got window young lady suppose taking orders drive just phone texting sense urgency nonexistent! wanted large fries sweet tea,1
nice quiet super clean place like high tech looking restaurants home hand food quality excellent highly recommended,5
good place meal,4
fast good service,5
great place kids pizza,5
bun dry fries weren't i'll pass! hi c orange good,2
family mcdonald's shocked looked nice outside jungle themed play house ask outlet charge laptop phone no wi fi not strong not complete homework bummed not best usual,2
worst mc donalds visited!!! worst service quality!,1
staff congregate uneducated ignorant not mention array drug addicts homeless deviants gather outside,1
terrible service slow understaffed dirty place food raw,1
good,4
bad service,1
chicken nuggets overly greasy like reheated staff lacked basic customer service skills,1
new design futuristic self order no register sleek design compact impressive,4
mcdonald's stores mid south miami beach area know expect it's dirty restroom no water soap wash hands use handicap toilet makes wonder employees wash hands return work husband got quite sick following day food placed order machine dine table service not single table tent available store make clear customer better pickup food counter there's absolutely no service never mcdonald's,2
excellent,5
dirty no place sit second floor closed,1
manager duty great helpful patient thank,4
excellent,5
no chocolate shakes available?! location good stocks everything!,1
excellent,5
good,5
excellent,5
like work days m area s plug laptop m informed staff mcdonald,1
,2
service slow items no errors it's bit smaller locations overall it's good place grab quick bite near lake creek,4
delicious hamburgers definitely weigh belly way bed want quick nap belly mcdonald's place,4
great fast food,3
good,4
excellent,5
20 minutes mcflurry soda ignored asked,1
not mcdonald's location there's reason rated star kindly explain food good simply cannot stare people way anymore hour ago showed food woman working register don't remember assume manager blue shirt glasses that's remember annoying beeping sound concerning politely asked key word politely investigate make stop didn't bother check shows they're neglectful resources workplace reaction got woman 100 disrespectful told store never come tried 911 it's pretty obvious caught woman bad day clearly furious felt like deliberately trying skin using advantage know people like her? bully bullied manager concern needed addressed not trying woman point visit trying lenient possibly woman referring actually manager establishment needs place that's not manager treat customers not like antagonized especially employee really showed visit come think i've checking reviews location numerous problems particular person obviously i'm heartbroken don't eat work shift i'm relegated chick fil minute road know better hearts respect woman did food good man diagnosed autism strongly advise people stay away location costs really need mcdonald's steer clear location it's not worth time it's not worth sanity drink machine broken flat months didn't fix contacting corporate antics going afoot location,1
