clean_review,Star
great time family friendly environment food qas great,5
eat breakfast hot caramel hit miss perfect days taste like dirty water correct,4
food standard mcdonald touch screen ordering convenient visualize options service fast spite restaurant busy big plus location thr,5
worst mcdonald ve open don know employee drive rude buns hard missing burgers order nuggets cold tasted like old big fat disappointed restaurant,1
worst macdonald world people asking money,1
super fast liked services order online buy screens checkout,5
drive took forever young attendant felt need chat car mins doesn sound ridiculous sitting watching line impatient cars pulled kid realized handed guy credit card started laughing worker shaking head saying cuz got distracted talking guns long add insult injury got food remind kid drinks ordered left food cold order wrong,1
love,5
tried getting lunch break work didn actually dinning closed,2
good play area kids,5
typical mcdonalds bring food table order wrong did order new touch screen self service kiosk ketchup rude employees homeless people panhandl,1
horrible line service,1
cold fries,2
fresh food good staff,1
let people eat inside years going,1
good place breakfast buy car,5
didn,1
wow finally location old time favorite feels like macdonald clean coffee fresh best staff welcoming bathroom better neat cold sunday warm place loitering drugs pill poppers goating just great comeback,5
fast service typical mcdonald food bit dirty,4
busy hectic,3
mcds worse,1
busy location slow line,3
reminds child mom happy meals,3
waited minutes mobile order serve table finally went counter asked order rudely said don table,1
right world famous santa monica beach pier,5
excellent,5
app orders horrendously slow expect walk inquire,1
store gice hard time don like staff,1
days row serving shakes tell especially item menu location,1
neutral,3
yesterday place looks fairly nice renovated rating,5
time wait food dismal lot employees absolutely ineffective serve customers won,1
long wait lousy staff,3
fast food place,5
just mcdonald,5
good,4
super clean,5
neutral,3
service slow food quality bad old,1
nicely decorated takes currencies,5
stand food gives stomach ache cramps makes sick stomach time eat thing tolerate salad,1
mcdonald worst complain complain staff slow rude unhigenic saw employees use rest room wash hands manager attitude,1
love,5
false advertising drive open hours diner closes,1
good,4
poor,2
excellent,5
mcdonald lol supposed say,3
drive tad long got timely fashion,5
food poor service bad long wait food,1
workers aren smart called ask time did stop serving breakfast stated served breakfast day phone reply okay time stop serving breakfast drive reply stopped serving breakfast abruptly hung,1
wonderfully managed mcdonald fast service time staff truly genuinely nice friendly best coffee dollar ve better somebody brews,5
bad mcdonald zoo animal themed busy size,4
payment warning non american foreigners run restaurant mcdonald united states accept discover card payment,1
great place vegan burger,2
great food afternoon evening morning shift dislikes manager shows good manager people like job,4
location good heart tourist location food fresh hot hang spot tourist locals decor nice soo seating really spacious ive ordering thing years quarter pounder mac sauce,5
aren,2
employee standing texting talking got order completely wrong filthy lobby just really redeeming qualities,1
food fresh,1
clean restaurant lobby open drink area,5
come quite normal mcdonald manager frequently yells employees reason customers honestly feel bad treated like apparently manager doesn understand places busy wait bit longer usual location homeless people standing sitting exit parking lot hot summer day leaving mcdonald mistake putting windows leaving parking lot stopped homeless man asked money usually don carry cash happened couple quarters car gave thanked helping brother pulled forward bit brother stood walked car thought just going thank money nope literally started climbing inside car food passenger seat grabbing hands steering wheel started driving away stop offering quarters buy food kept yelling saying wanted food end left robbed bucks coins car feeling violated avoided having windows thought worth including experience review really bad place definitely best,3
